year,states,Lon,Lat
2029,Acre,-69.73387203,-8.406298261
2027,Para,-48.29407932,-2.982523293
2026,Mato Grosso,-59.32878277,-12.47568928
2025,Acre,-71.4773307,-8.544401202
2027,Para,-50.46508862,-4.917096977
2022,Para,-51.98155041,-3.62991841
2023,Amazonas,-69.29549164,-3.808541408
2029,Para,-51.11306141,-2.253004862
2028,Mato Grosso,-51.31344376,-12.31258628
2022,Para,-51.17776272,-3.990068032
2020,Mato Grosso,-57.90672455,-11.40476566
2022,Acre,-72.65832741,-8.057839689
2028,Mato Grosso,-58.76346001,-11.8057556
2019,Mato Grosso,-58.33816544,-10.52870796
2029,Maranhao,-45.76528175,-2.260952921
2019,Maranhao,-48.14589054,-2.569864993
2021,Para,-48.13414944,-1.08553149
2027,Rondonia,-64.2196785,-10.48929368
2025,Amazonas,-59.93386997,-4.603081937
2023,Mato Grosso,-58.04482441,-10.90040301
2028,Mato Grosso,-57.9037347,-11.73205915
2026,Mato Grosso,-54.78223709,-11.18955704
2026,Para,-53.86317642,-3.136963638
2029,Para,-52.59673038,-2.133472437
2026,Para,-50.03276024,-3.528668152
2019,Mato Grosso,-59.75601814,-12.17774506
2019,Maranhao,-48.26636971,-2.53188519
2022,Para,-50.33814316,-4.627267454
2027,Para,-48.10783142,-3.842659422
2026,Para,-50.01780033,-3.483549758
2019,Para,-50.4945937,-8.475595865
2029,Para,-51.21975353,-2.767153605
2020,Amazonas,-64.31610645,-4.376331236
2027,Para,-51.2469622,-3.070427529
2028,Para,-54.12417046,-1.276777625
2019,Para,-55.56223274,-6.323565452
2020,Para,-53.85820068,-1.719382346
2029,Para,-54.5245013,-3.625420383
2026,Amazonas,-60.66355175,-5.366588335
2027,Para,-50.70950588,-5.769554891
2020,Maranhao,-46.33410118,-2.56001891
2020,Para,-50.08985191,-3.867197306
2022,Para,-49.98622982,-3.762539706
2029,Mato Grosso,-60.44664471,-12.98985538
2019,Para,-51.09518044,-3.269473794
2020,Para,-50.86899055,-3.842233813
2027,Para,-55.04753098,-3.946136438
2020,Para,-47.93749329,-3.869041855
2021,Roraima,-61.49853935,2.434027602
2027,Amazonas,-65.76224831,-9.205181355
2021,Rondonia,-64.7168972,-10.11571157
2021,Maranhao,-48.30998016,-2.520842274
2029,Para,-49.77062439,-3.376315409
2029,Maranhao,-45.69301117,-2.264853687
2029,Para,-55.47307205,-3.589911453
2027,Para,-46.57144226,-2.742374146
2026,Para,-54.09690144,-3.311609159
2023,Para,-47.47806225,-2.943818893
2029,Para,-54.50473164,-3.598904046
2023,Acre,-72.3087384,-7.872669549
2022,Rondonia,-62.36156147,-9.390799381
2022,Rondonia,-62.36692894,-9.357831999
2027,Para,-51.5986834,-3.022967613
2021,Mato Grosso,-51.61512913,-12.15495979
2026,Para,-54.2247953,-3.278490703
2026,Para,-56.01457375,-2.491326067
2019,Maranhao,-44.6287986,-3.087175219
2019,Maranhao,-46.90546284,-4.170545518
2026,Amazonas,-64.23919788,-4.32879619
2024,Maranhao,-44.26381706,-2.890557833
2023,Rondonia,-63.4818478,-10.63784372
2019,Para,-46.80645462,-3.05451112
2023,Rondonia,-65.14414623,-10.50417279
2021,Mato Grosso,-56.68498379,-11.79599425
2028,Amapa,-51.52978699,-0.382897215
2021,Para,-50.74029705,-3.328971136
2027,Para,-46.8665604,-2.871358546
2029,Amazonas,-61.63565449,-4.71940244
2020,Maranhao,-48.16888412,-2.44236606
2026,Amazonas,-67.71717331,-8.483861423
2023,Amazonas,-67.9035331,-4.308577587
2029,Para,-49.66833015,-3.796037554
2023,Maranhao,-48.42475742,-2.418658232
2025,Mato Grosso,-59.82194954,-11.65818733
2019,Maranhao,-48.14589054,-2.568662987
2025,Amazonas,-58.4692445,-3.119196942
2025,Para,-56.06360378,-3.570101509
2027,Para,-50.33701042,-2.80053381
2029,Rondonia,-62.55893059,-9.768498122
2023,Mato Grosso,-59.13217525,-11.60569715
2028,Para,-54.23879272,-3.032834187
2023,Acre,-71.43647789,-8.432125592
2026,Rondonia,-62.27069416,-9.162169244
2021,Amazonas,-60.8574675,-4.676430043
2025,Rondonia,-60.33193848,-8.639667051
2029,Roraima,-63.48443604,2.791617813
2026,Para,-54.31918472,-3.000749879
2019,Amazonas,-58.71434746,-3.685327768
2019,Para,-50.30922482,-8.397040243
2029,Para,-51.0866346,-2.258081913
2021,Para,-54.51248493,-4.643917961
2019,Para,-51.45435818,-3.694138688
2025,Maranhao,-45.56161644,-3.38053526
2029,Mato Grosso,-50.19044502,-12.35699594
2021,Para,-49.815396,-4.22802001
2021,Maranhao,-46.2166436,-2.735968606
2021,Para,-50.04993191,-3.329085101
2026,Acre,-68.2817794,-9.0618299
2027,Para,-50.588554,-5.05703908
2029,Rondonia,-62.29901165,-9.931712402
2019,Rondonia,-62.52377335,-7.803618038
2020,Para,-54.29639366,-3.912282047
2025,Amazonas,-68.18925339,-3.694480991
2026,Para,-49.52283703,-5.59297626
2021,Mato Grosso,-55.42996067,-11.31273904
2025,Para,-56.12211544,-3.591031116
2028,Para,-50.23032921,-4.746176064
2019,Para,-48.14212261,-1.906096421
2026,Mato Grosso,-56.39306847,-11.48562263
2020,Maranhao,-46.45130901,-3.41099313
2029,Para,-48.80449677,-2.451268752
2025,Maranhao,-46.93592388,-2.612126988
2024,Rondonia,-65.0732637,-10.24270931
2020,Para,-52.59169109,-2.801102593
2025,Para,-54.03288769,-1.796197208
2027,Para,-56.12393658,-4.611593876
2019,Mato Grosso,-54.57953777,-11.41722696
2029,Amazonas,-68.97424088,-6.580705653
2029,Para,-51.08896915,-2.259710109
2020,Para,-54.10260853,-3.874650297
2020,Amapa,-51.53130779,-0.488836723
2026,Para,-48.20229584,-2.970867175
2025,Para,-50.02325207,-3.421267371
2028,Rondonia,-63.50373024,-10.33748011
2023,Para,-50.42678837,-6.304619739
2020,Para,-52.26464539,-1.866004136
2021,Maranhao,-45.50878334,-4.231065475
2027,Amazonas,-67.72781021,-4.028179673
2020,Mato Grosso,-54.02460106,-12.09424064
2026,Para,-54.46844982,-3.175674962
2026,Para,-50.53884327,-7.253319316
2028,Mato Grosso,-53.42905632,-12.09619415
2022,Para,-49.82098305,-3.760194085
2029,Para,-49.82027054,-3.465133455
2024,Para,-48.45330757,-2.613080108
2027,Para,-49.71951191,-4.629451941
2021,Roraima,-60.68204918,0.115300959
2019,Maranhao,-44.38009987,-3.052922642
2024,Maranhao,-46.73422287,-4.013881325
2028,Amazonas,-59.85497795,-5.011604018
2020,Para,-54.69331001,-2.794108624
2019,Maranhao,-48.12601997,-2.53188519
2020,Para,-50.0384547,-3.834039767
2029,Acre,-69.74779667,-8.370846987
2022,Amazonas,-64.23088993,-7.615698417
2029,Para,-48.7374651,-2.197814047
2029,Amazonas,-57.10804012,-2.338186202
2020,Para,-52.93126976,-4.63527932
2026,Para,-55.36224781,-6.502430837
2022,Amazonas,-60.83188782,-2.356843157
2027,Maranhao,-47.18426483,-4.469877825
2027,Para,-50.67319931,-5.583566532
2019,Para,-50.18122852,-3.844657009
2022,Para,-50.17724674,-3.951140897
2029,Mato Grosso,-60.37685795,-13.06732793
2020,Para,-55.22300945,-5.945721989
2019,Maranhao,-44.63237801,-2.982616878
2019,Para,-50.33941364,-5.167191315
2022,Para,-51.47243217,-3.313895354
2024,Mato Grosso,-58.44916859,-11.16013955
2026,Acre,-68.79795654,-9.133578701
2027,Para,-53.69994438,-2.088195343
2026,Para,-54.34593925,-3.300632114
2022,Para,-51.53441925,-3.603471857
2020,Mato Grosso,-55.84065891,-11.51583325
2025,Mato Grosso,-58.39405632,-10.77548794
2027,Mato Grosso,-59.24300251,-12.47836847
2024,Mato Grosso,-58.53426292,-10.66417321
2026,Amazonas,-67.62770195,-1.152624171
2026,Para,-49.29698105,-3.735552977
2027,Mato Grosso,-58.31089981,-11.73556999
2025,Para,-51.10627537,-2.867955434
2026,Para,-51.36083805,-3.129674017
2019,Mato Grosso,-54.73865471,-10.56060057
2027,Maranhao,-45.30651573,-2.898285749
2027,Rondonia,-64.21923496,-10.5750808
2025,Acre,-68.80492661,-8.903278331
2021,Para,-49.35882118,-3.30167634
2023,Para,-50.89766624,-2.948871969
2020,Para,-55.94731159,-2.929732165
2023,Maranhao,-44.72097385,-3.344013022
2020,Para,-50.16130112,-3.616070168
2020,Para,-50.99961212,-3.396221282
2026,Para,-51.33459389,-3.245663171
2024,Mato Grosso,-53.67971134,-11.51262066
2028,Para,-53.50200771,-3.406049576
2020,Para,-54.73699047,-2.871723957
2028,Rondonia,-63.70514973,-9.472809143
2021,Para,-51.31622036,-3.728606261
2020,Amazonas,-61.17001766,-3.199239748
2023,Amazonas,-67.93073196,-4.202937266
2028,Rondonia,-59.32813965,-6.503712545
2027,Mato Grosso,-51.4798127,-12.35312626
2020,Roraima,-60.50211216,1.268512627
2029,Acre,-67.49644836,-8.898564135
2026,Para,-52.52768936,-1.642546605
2026,Para,-54.57585022,-3.188774745
2028,Para,-55.11022999,-4.975363566
2020,Amazonas,-56.90862343,-2.595546649
2022,Para,-50.24907528,-4.456666303
2027,Maranhao,-47.07469261,-4.042750756
2019,Mato Grosso,-50.45608166,-11.65559626
2019,Amazonas,-65.07505394,-2.272761673
2029,Para,-51.21583431,-2.791877286
2019,Amazonas,-58.94324909,-3.266091442
2027,Tocantins,-49.37521046,-12.85548311
2020,Para,-50.64674732,-4.960440222
2026,Para,-54.4426622,-3.057275379
2019,Para,-49.34754257,-2.864489764
2024,Para,-51.43671986,-3.481287932
2029,Amazonas,-60.52658325,-4.905607035
2028,Amazonas,-58.12951656,-4.346953751
2019,Maranhao,-45.49291206,-3.975600411
2027,Roraima,-61.62944813,2.519266257
2021,Para,-49.8178503,-3.931936176
2028,Amazonas,-68.05159798,-2.787536292
2027,Amazonas,-61.03098061,-4.837886958
2019,Roraima,-61.24814732,2.248414106
2019,Mato Grosso,-50.54092911,-11.65087655
2024,Para,-50.31708637,-4.554134749
2027,Para,-51.03440132,-2.864283766
2028,Para,-48.58506351,-0.80883834
2021,Para,-55.67809658,-2.193005429
2028,Para,-50.48052185,-3.718556695
2029,Para,-49.66039371,-4.345938903
2019,Para,-54.48355618,-3.466477543
2021,Roraima,-61.56826916,2.678521854
2028,Mato Grosso,-51.16689114,-12.27085692
2020,Para,-55.31508244,-3.933281593
2022,Para,-48.07981922,-2.586048196
2019,Para,-49.1277367,-5.014383812
2028,Mato Grosso,-59.98549091,-12.39906412
2023,Para,-48.30036621,-2.838333642
2021,Maranhao,-46.81798584,-4.302318394
2026,Para,-54.25851448,-3.762964191
2027,Maranhao,-46.6638401,-4.071014953
2028,Para,-50.32391296,-5.766157124
2025,Amazonas,-58.43968216,-3.1225106
2027,Rondonia,-63.82670959,-9.772642119
2023,Para,-50.1088266,-3.039918225
2020,Para,-47.6564901,-3.997235887
2026,Roraima,-60.78138622,2.043944545
2026,Rondonia,-63.8696373,-10.24290471
2026,Para,-54.20770046,-3.281887958
2022,Para,-51.59793743,-3.443393333
2029,Roraima,-60.61369335,2.689236258
2022,Para,-54.58748436,-3.860234756
2026,Maranhao,-45.92576199,-1.78047793
2021,Para,-50.96414539,-3.396488433
2029,Rondonia,-62.34103951,-9.532236417
2024,Rondonia,-60.67392231,-8.697720799
2026,Rondonia,-64.01653053,-10.2474031
2021,Amazonas,-66.65350563,-3.908994208
2027,Para,-51.51276867,-4.50985709
2028,Para,-48.0019598,-1.705603873
2027,Acre,-67.9063839,-9.413447123
2022,Para,-51.83294334,-2.982531152
2022,Para,-48.55011227,-2.778281785
2019,Maranhao,-44.6736924,-3.085906622
2027,Para,-54.20140114,-2.736255963
2029,Para,-49.5838871,-2.404117866
2027,Rondonia,-60.75440063,-10.32343075
2021,Mato Grosso,-59.61744884,-12.68699891
2029,Para,-48.78281681,-2.459165373
2026,Para,-47.42357265,-3.631451668
2026,Maranhao,-45.91771389,-1.853211054
2021,Maranhao,-46.79112762,-2.300069281
2023,Acre,-68.57972786,-9.148642844
2021,Para,-50.00106544,-3.339424462
2024,Maranhao,-45.25053593,-3.531966556
2019,Amazonas,-67.8952166,-3.178140994
2021,Amapa,-50.71592484,1.603774095
2020,Para,-55.19257423,-3.871580868
2024,Amazonas,-59.80285145,-2.963330231
2021,Para,-48.02387867,-2.693825726
2026,Para,-47.42238525,-3.639858636
2027,Para,-51.31776043,-4.991638643
2020,Para,-47.96229485,-3.871148116
2021,Para,-49.96228371,-4.037920601
2026,Para,-50.71237541,-3.036704941
2019,Para,-54.57462139,-3.197310762
2020,Amazonas,-60.92397312,-3.123079436
2021,Para,-54.54424442,-2.728929205
2023,Para,-50.0985416,-3.272997565
2020,Maranhao,-45.47072933,-4.509137971
2028,Para,-56.26822166,-4.497314309
2025,Mato Grosso,-56.34273842,-11.15159885
2022,Maranhao,-44.30101429,-2.850161991
2024,Para,-46.81735443,-3.045839238
2029,Rondonia,-60.5149789,-6.447897365
2029,Amazonas,-62.91046303,-6.023481417
2024,Rondonia,-60.53895439,-8.894866455
2028,Acre,-68.38590668,-8.731864236
2026,Para,-51.79790615,-3.84519765
2022,Maranhao,-45.26997349,-3.076673961
2026,Para,-47.23429932,-3.809827842
2024,Mato Grosso,-59.82657398,-12.33782732
2019,Mato Grosso,-50.45412422,-11.63765606
2025,Acre,-71.45247017,-8.562023926
2019,Para,-49.13047752,-5.075881221
2024,Amazonas,-66.84419754,-7.569920786
2027,Para,-51.26504955,-3.08958541
2027,Para,-50.77716972,-5.158653569
2019,Rondonia,-63.49815994,-10.5563398
2026,Para,-55.78145477,-2.326503541
2021,Rondonia,-64.8991787,-10.13892646
2026,Para,-51.74516857,-3.813285722
2019,Mato Grosso,-59.54746346,-11.31632728
2029,Mato Grosso,-59.97954102,-12.42431226
2029,Rondonia,-61.41115124,-6.654654718
2021,Para,-50.13986195,-4.105913012
2022,Rondonia,-63.87985928,-10.14006685
2021,Para,-51.39872086,-3.84933565
2020,Para,-51.0316573,-3.848133945
2020,Para,-52.59787727,-2.981966302
2025,Mato Grosso,-58.63824539,-11.40597155
2019,Para,-48.19612835,-4.673855691
2024,Para,-50.02483685,-3.305815243
2023,Para,-50.11181923,-3.214112468
2020,Para,-51.03998402,-3.210891213
2028,Para,-48.40150806,-2.311200047
2027,Mato Grosso,-60.0610358,-12.06581002
2026,Para,-48.10790104,-2.898145036
2021,Roraima,-59.94552166,2.096114459
2026,Para,-51.14922478,-3.185847564
2022,Acre,-68.7756736,-9.230785646
2019,Para,-50.49304691,-8.475595865
2028,Para,-55.17657074,-4.129712527
2027,Para,-50.61296726,-5.139347816
2024,Para,-48.18227596,-3.99846646
2023,Rondonia,-63.48117634,-10.60467915
2027,Para,-50.6353952,-6.571146462
2028,Para,-51.99889282,-2.124898818
2026,Rondonia,-64.84847591,-10.49024595
2028,Amazonas,-60.74535172,-4.078457609
2019,Rondonia,-63.8823333,-9.36428009
2027,Rondonia,-62.82125664,-9.335019318
2021,Mato Grosso,-56.83450657,-11.78536474
2019,Para,-56.11562092,-4.606767282
2028,Rondonia,-64.23249996,-10.04982236
2028,Mato Grosso,-53.43695492,-12.11613805
2027,Para,-51.20099358,-3.965771794
2028,Amazonas,-66.8801046,-3.876905816
2022,Amazonas,-59.97003372,-4.645047451
2023,Rondonia,-62.41007084,-7.980719641
2024,Mato Grosso,-50.54289364,-11.7362271
2029,Amazonas,-56.8759079,-2.299913723
2019,Para,-55.48901402,-6.046207676
2026,Mato Grosso,-58.83452168,-11.5025399
2027,Para,-50.74369488,-5.76878819
2025,Acre,-67.62587585,-9.511424112
2029,Para,-48.80432064,-2.488485444
2019,Para,-51.18768833,-5.556719394
2019,Para,-49.85659248,-4.001216288
2019,Mato Grosso,-58.51235428,-10.91919304
2026,Mato Grosso,-54.63428692,-11.2492043
2027,Maranhao,-44.72227043,-2.986108756
2023,Para,-50.20089771,-3.056672214
2019,Mato Grosso,-51.65286861,-10.90771689
2027,Roraima,-60.44801079,1.084425148
2026,Para,-53.73711369,-2.426038729
2026,Para,-54.21222229,-3.301860681
2029,Rondonia,-62.56428829,-9.756002814
2027,Mato Grosso,-56.41151676,-11.76158979
2027,Amazonas,-67.48813496,-8.022394997
2024,Para,-48.49758083,-2.752754972
2027,Rondonia,-64.79037514,-10.28509616
2020,Acre,-66.89473404,-9.497951201
2019,Roraima,-60.99374573,2.531588802
2027,Para,-46.47250446,-2.176016425
2022,Rondonia,-63.87788399,-10.14031506
2029,Mato Grosso,-58.35380688,-12.44691977
2021,Amazonas,-58.77606293,-2.562637652
2023,Para,-54.92947845,-4.344333475
2029,Mato Grosso,-60.30946175,-13.07749891
2026,Para,-54.33465389,-3.276538444
2026,Para,-48.313843,-2.94857951
2019,Para,-48.31713917,-4.821179093
2025,Para,-50.51851101,-5.928907734
2028,Mato Grosso,-57.90026253,-11.97356723
2026,Acre,-68.79605316,-9.144234028
2021,Para,-49.4494091,-3.216068086
2019,Para,-53.61117073,-1.88300588
2026,Rondonia,-62.26792706,-8.641002855
2026,Para,-55.90973614,-2.294349927
2027,Para,-56.41002884,-4.264181893
2022,Para,-55.86440197,-5.16047424
2024,Acre,-69.18353127,-8.580777835
2028,Rondonia,-62.63497795,-8.679264947
2021,Para,-55.06077194,-7.368255222
2026,Para,-54.06508224,-2.652489431
2027,Amazonas,-67.56617477,-7.43501331
2019,Para,-50.16265179,-3.21552758
2024,Para,-52.98930824,-3.681157568
2024,Rondonia,-65.08019135,-10.22402559
2028,Para,-56.04267677,-3.269652618
2029,Acre,-67.48230858,-8.929485875
2019,Para,-49.92502022,-4.120350327
2022,Para,-49.63059631,-3.069615264
2020,Maranhao,-46.94886578,-3.986098467
2024,Maranhao,-46.73731312,-3.898948215
2029,Amazonas,-57.10714668,-2.076552529
2028,Mato Grosso,-57.8674371,-11.74027188
2019,Rondonia,-62.9526693,-8.402919463
2029,Para,-51.22609734,-2.836720427
2026,Rondonia,-62.7151482,-9.003756509
2021,Amazonas,-64.13889706,-8.487025973
2021,Para,-51.35024757,-3.853296734
2022,Para,-50.3134346,-5.642296318
2021,Amazonas,-67.86758293,-6.270515806
2019,Amazonas,-64.09439438,-8.328042109
2027,Para,-50.29949551,-2.874751264
2027,Rondonia,-63.86816063,-9.726020477
2022,Maranhao,-48.30723038,-2.415721766
2029,Para,-46.38829422,-2.157879409
2022,Maranhao,-48.18374992,-2.392234609
2023,Para,-50.31099121,-4.55783282
2019,Amazonas,-67.65336784,-0.786531948
2027,Rondonia,-64.06179279,-10.22181822
2027,Amazonas,-66.75611763,-6.860273993
2026,Rondonia,-62.2330106,-8.943790623
2025,Amazonas,-58.4914473,-3.113127447
2024,Amazonas,-66.90517761,-7.546257084
2028,Para,-50.96011826,-1.911482311
2023,Para,-50.36792416,-4.877925351
2025,Mato Grosso,-51.31975155,-11.36003909
2027,Acre,-67.94342316,-9.35220118
2021,Para,-50.05790642,-3.207002417
2021,Para,-48.09404282,-2.672097189
2020,Para,-56.07241474,-3.594652047
2019,Mato Grosso,-54.76614597,-10.59791571
2019,Para,-48.16060421,-4.815007219
2023,Para,-50.11894154,-2.575611226
2028,Para,-49.30365543,-4.232124506
2026,Maranhao,-46.87926952,-4.194720018
2019,Mato Grosso,-59.52721783,-12.76655408
2026,Para,-53.94832623,-3.209082572
2027,Para,-54.30701458,-3.972271497
2020,Para,-46.37341248,-2.072412038
2025,Maranhao,-46.89882988,-4.339628221
2026,Mato Grosso,-54.57968601,-11.15707647
2027,Mato Grosso,-58.11668568,-12.14262421
2021,Para,-48.94778755,-4.405582173
2024,Mato Grosso,-59.83143162,-12.30806286
2024,Para,-57.77836422,-4.297994975
2019,Rondonia,-63.35607937,-10.5605561
2024,Amazonas,-65.24665733,-5.258674349
2021,Para,-46.53307167,-2.829835494
2020,Amazonas,-59.22559132,-2.612939827
2026,Rondonia,-63.99905388,-10.31241817
2025,Amazonas,-68.36749702,-7.885029337
2028,Maranhao,-44.70553505,-3.282532274
2026,Para,-54.53575294,-3.442319105
2028,Para,-52.72439922,-3.027903857
2027,Para,-50.61219048,-4.763194129
2029,Para,-51.04367641,-2.29415225
2026,Roraima,-61.68531616,3.052104731
2019,Maranhao,-48.12635609,-2.534023364
2027,Mato Grosso,-58.12686371,-12.16162064
2019,Maranhao,-48.33698368,-2.551063893
2027,Mato Grosso,-58.27613102,-11.92566189
2029,Acre,-69.75036213,-8.429199353
2025,Para,-56.00348801,-2.717146606
2021,Para,-47.97235134,-1.361721956
2024,Mato Grosso,-58.46805573,-11.14171536
2019,Mato Grosso,-56.2895871,-10.92101213
2027,Rondonia,-62.5214946,-8.992645871
2027,Amazonas,-62.08489841,-2.490698281
2019,Para,-54.7630537,-3.486027699
2024,Para,-55.98610451,-4.822077783
2028,Amazonas,-59.89464828,-5.001492798
2019,Mato Grosso,-50.38861118,-10.89048111
2027,Acre,-67.94723969,-9.470265093
2027,Para,-50.53044735,-4.614471421
2019,Maranhao,-48.19314392,-2.54075474
2021,Para,-49.96999168,-4.324740961
2019,Para,-50.42737656,-8.400342274
2026,Para,-50.58851692,-5.321722243
2029,Para,-49.82927467,-3.36536267
2024,Roraima,-60.82478912,2.357690452
2020,Para,-55.81537693,-3.584763072
2024,Amazonas,-66.84242485,-7.395248521
2027,Amazonas,-66.40613144,-3.160042316
2029,Acre,-68.06803844,-9.21575648
2025,Para,-54.45691151,-4.089757075
2026,Para,-46.36546566,-2.140271868
2027,Para,-50.67316353,-4.812278206
2029,Acre,-67.49638432,-9.331428512
2019,Roraima,-61.27041008,2.402826044
2021,Para,-48.07613407,-4.08473465
2023,Acre,-68.57343727,-9.16555503
2027,Para,-50.42727703,-5.433633518
2028,Amazonas,-70.03094223,-3.39931615
2019,Mato Grosso,-54.73107204,-10.56005476
2022,Para,-50.04620159,-3.790127208
2020,Acre,-68.26160233,-9.498574324
2019,Para,-49.62765251,-3.280754106
2021,Maranhao,-44.31182381,-2.932026434
2019,Para,-50.36672058,-5.2919839
2025,Rondonia,-60.31858246,-8.644679959
2025,Para,-55.98863995,-2.702679006
2025,Para,-48.11554726,-1.447664737
2021,Para,-49.4433836,-3.141932947
2025,Amazonas,-66.70222263,-7.218465776
2026,Para,-51.32360638,-3.015813597
2024,Mato Grosso,-56.86408745,-11.43510492
2019,Rondonia,-63.58917099,-8.765022092
2026,Mato Grosso,-56.36584255,-11.50690836
2025,Para,-52.76329784,-2.81841749
2020,Para,-50.55285892,-4.880954589
2028,Rondonia,-64.79504616,-10.01792872
2020,Roraima,-60.47691612,1.202338978
2027,Para,-50.6590506,-6.487001788
2021,Acre,-67.60609825,-9.558200792
2025,Mato Grosso,-56.69142494,-10.87644597
2022,Para,-51.73614948,-8.676551373
2028,Rondonia,-64.17625385,-9.769203249
2026,Para,-51.25168674,-2.996490524
2027,Maranhao,-47.32056114,-4.111924958
2022,Para,-49.62891472,-3.072388792
2023,Para,-56.06799538,-3.720241387
2028,Mato Grosso,-53.38984299,-12.15371824
2029,Acre,-67.51321194,-8.560607128
2023,Para,-50.38797958,-4.565635774
2022,Para,-52.92522457,-1.991069534
2019,Acre,-69.81604942,-9.562634195
2025,Para,-51.0779644,-4.038226898
2023,Para,-50.91788105,-3.006313061
2020,Rondonia,-62.78596317,-10.04992441
2021,Amazonas,-57.92350628,-3.02265584
2028,Para,-57.41490463,-2.515016519
2023,Para,-54.16959797,-1.234915203
2022,Para,-49.94253723,-3.85164973
2020,Para,-49.71098454,-2.722232133
